meet,meet-href,compiled,compiled-href,Overall,Name,Year,Team,Time,Overall,Name,Year,Team,Distance
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_m.html","","Reynolds, Owen","9","Palmer Trinity School","","","Reynolds, Owen","9","Palmer Trinity School","ND"
"FAMU Relays","https://www.directathletics.com/results/track/48194.html","Compiled","https://www.directathletics.com/results/track/48194_f.html","6","Martin, Anissa","SR-4","Edward Waters","","6","Martin, Anissa","SR-4","Edward Waters","10.60m"
"Riverside City 4-Way","https://www.directathletics.com/results/track/49384.html","Compiled","https://www.directathletics.com/results/track/49384_f.html","0","Spargur, Danielle","SO","Riverside","","0","Spargur, Danielle","SO","Riverside","25.03m"
"2017 Indian Open","https://www.directathletics.com/results/track/48196.html","Compiled","https://www.directathletics.com/results/track/48196_m.html","5","Corzan, Braden","SR","Chesterton","7.05","5","Corzan, Braden","SR","Chesterton",""
"2017 West Lafayette Individuals","https://www.directathletics.com/results/track/47980.html","Compiled","https://www.directathletics.com/results/track/47980_m.html","3","Doty, Andy","JR","Penn","6.75","3","Doty, Andy","JR","Penn",""
"BHS Lady Raider Indoor","https://www.directathletics.com/results/track/49323.html","Compiled","https://www.directathletics.com/results/track/49323_f.html","2",",","","Centennial","","2",",","","Centennial","null"
"ERAU vs WV Wesleyan","https://www.directathletics.com/results/track/49041.html","Compiled","https://www.directathletics.com/results/track/49041_m.html","1","Marts, Lonnie","SO-2","Embry-Riddle","11.01","1","Marts, Lonnie","SO-2","Embry-Riddle",""
"Beach vs UCLA","https://www.directathletics.com/results/track/49303.html","Compiled","https://www.directathletics.com/results/track/49303_f.html","6","Beltrez, Dominique","SO-2","UCLA","","6","Beltrez, Dominique","SO-2","UCLA","31.23m"
"Chili Quad","https://www.directathletics.com/results/track/47998.html","Compiled","https://www.directathletics.com/results/track/47998_m.html","7","Crosby, Clay","SR","ABQ Academy","12.35","7","Crosby, Clay","SR","ABQ Academy",""
"Cal Opener 2017","https://www.directathletics.com/results/track/47376.html","Compiled","https://www.directathletics.com/results/track/47376_f.html","","","","","","","","","",""
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_f.html","","Zenoz, Gabriella","11","Westminster Christian Sch","","","Zenoz, Gabriella","11","Westminster Christian Sch","DNS"
"2017 Lloyd Sigler Spring Meet","https://www.directathletics.com/results/track/48568.html","Compiled","https://www.directathletics.com/results/track/48568_m.html","5","Singh Dhanoa, Swaiman","SR-4","Christopher Newport","","5","Singh Dhanoa, Swaiman","SR-4","Christopher Newport","37.31m"
"2017 Lloyd Sigler Spring Meet","https://www.directathletics.com/results/track/48568.html","Compiled","https://www.directathletics.com/results/track/48568_f.html","5","Mead, Emily","FR-1","Christopher Newport","","5","Mead, Emily","FR-1","Christopher Newport","29.21m"
"Dade Christian Crusder Classic Middle School Invitational","https://www.directathletics.com/results/track/47330.html","Compiled","https://www.directathletics.com/results/track/47330_f.html","3","Salomon, Sanai","7","Dade Christian","14.41","3","Salomon, Sanai","7","Dade Christian",""
"Savannah State Tiger Relays","https://www.directathletics.com/results/track/47013.html","Compiled","https://www.directathletics.com/results/track/47013_m.html","2","Johnson, Andrew","SR","Ga Southern Run","10.84","2","Johnson, Andrew","SR","Ga Southern Run",""
"Boyd Jr High Meet","https://www.directathletics.com/results/track/48977.html","Compiled","https://www.directathletics.com/results/track/48977_m.html","14","Melton, Trevor","7","Chico Middle School","17.94","14","Melton, Trevor","7","Chico Middle School",""
"Artesia Junior High Meet","https://www.directathletics.com/results/track/49140.html","Compiled","https://www.directathletics.com/results/track/49140_m.html","36","Pinson, Kayden","","Artesia Junior High","16.49","36","Pinson, Kayden","","Artesia Junior High",""
"Los Lunas Invitational","https://www.directathletics.com/results/track/48592.html","Compiled","https://www.directathletics.com/results/track/48592_f.html","0","Palacios, Daisy","SR","Los Lunas","14.46","0","Palacios, Daisy","SR","Los Lunas",""
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_f.html","5","James, Jada","12","American Heritage MS/HS (","12.44","5","James, Jada","12","American Heritage MS/HS (",""
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_f.html","1","Ajagbe, Debbie","12","Ransom Everglades School","","1","Ajagbe, Debbie","12","Ransom Everglades School","48.30m"
"Riverside City 4-Way","https://www.directathletics.com/results/track/49384.html","Compiled","https://www.directathletics.com/results/track/49384_f.html","4","Bell, Tatiana","JR-3","Cal St. Fullerton","12.26","4","Bell, Tatiana","JR-3","Cal St. Fullerton",""
"Roncalli HSR Qualifier #1","https://www.directathletics.com/results/track/47325.html","Compiled","https://www.directathletics.com/results/track/47325_m.html","7","Stiver , Jarrod","SR","Indianapolis Bishop Chatard","7.41","7","Stiver , Jarrod","SR","Indianapolis Bishop Chatard",""
"SCIAC Track and Field Multi-Dual # 1","https://www.directathletics.com/results/track/48223.html","Compiled","https://www.directathletics.com/results/track/48223_f.html","7","Prieto, Christina","JR-3","Whittier","","7","Prieto, Christina","JR-3","Whittier","23.36m"
"2017 Indian Open","https://www.directathletics.com/results/track/48196.html","Compiled","https://www.directathletics.com/results/track/48196_f.html","5","Davis, Caiyla","FR","Merrillville","7.92","5","Davis, Caiyla","FR","Merrillville",""
"Sam Burley Hall of Fame Invitational","https://www.directathletics.com/results/track/49301.html","Compiled","https://www.directathletics.com/results/track/49301_m.html","","Griffin, Paul","9","Homestead Senior HS","","","Griffin, Paul","9","Homestead Senior HS","ND"
"UAH Charger Invitational","https://www.directathletics.com/results/track/48978.html","Compiled","https://www.directathletics.com/results/track/48978_m.html","4","Ndecky, Edouard","","Unattached","11.28","4","Ndecky, Edouard","","Unattached",""
"Los Lunas Invitational","https://www.directathletics.com/results/track/48592.html","Compiled","https://www.directathletics.com/results/track/48592_m.html","28","Bojorquez, Emmanuel","SO","Academy Tech/Classics","","28","Bojorquez, Emmanuel","SO","Academy Tech/Classics","75'  4"""
"UAH Charger Invitational","https://www.directathletics.com/results/track/48978.html","Compiled","https://www.directathletics.com/results/track/48978_m.html","2","Brooks, Josiah","SO-2","Lee (Tenn.)","10.77","2","Brooks, Josiah","SO-2","Lee (Tenn.)",""
"De La Salle Gold Invite","https://www.directathletics.com/results/track/49135.html","Compiled","https://www.directathletics.com/results/track/49135_m.html","","Rivera, Isaiah","SR","Prosser","DNS","","Rivera, Isaiah","SR","Prosser",""
"OWL HSR 2017","https://www.directathletics.com/results/track/48043.html","Compiled","https://www.directathletics.com/results/track/48043_m.html","2","Allen, Zac","JR","Providence Cristo Rey","7.37","2","Allen, Zac","JR","Providence Cristo Rey",""
"ERAU vs WV Wesleyan","https://www.directathletics.com/results/track/49041.html","Compiled","https://www.directathletics.com/results/track/49041_m.html","5","Swindell, Chad","FR-1","Embry-Riddle","11.77","5","Swindell, Chad","FR-1","Embry-Riddle",""
"Roncalli HSR Qualifier #1","https://www.directathletics.com/results/track/47325.html","Compiled","https://www.directathletics.com/results/track/47325_f.html","3","Tucker, Skylar","JR","Linton-Stockton","8.22","3","Tucker, Skylar","JR","Linton-Stockton",""
"D & H Sports Relays","https://www.directathletics.com/results/track/47619.html","Compiled","https://www.directathletics.com/results/track/47619_m.html","","","","","","","","","",""
"IWU HSR Qualifier #2","https://www.directathletics.com/results/track/47225.html","Compiled","https://www.directathletics.com/results/track/47225_m.html","","","","","","","","","",""
"Orange Empire Conference Multi-Event Championships","https://www.directathletics.com/results/track/48184.html","Compiled","https://www.directathletics.com/results/track/48184_f.html","7","Eldah, Ynas","SO","Orange Coast","null","7","Eldah, Ynas","SO","Orange Coast",""
"2017 Lloyd Sigler Spring Meet","https://www.directathletics.com/results/track/48568.html","Compiled","https://www.directathletics.com/results/track/48568_f.html","1","Lucas, Nina","SO-2","Christopher Newport","13.38","1","Lucas, Nina","SO-2","Christopher Newport",""
"De La Salle Gold Invite","https://www.directathletics.com/results/track/49135.html","Compiled","https://www.directathletics.com/results/track/49135_f.html","5","Okwuedei, Meredith","FR","Noble/Corner","9.46","5","Okwuedei, Meredith","FR","Noble/Corner",""
"2017 American River Beaver Relays and Invitational","https://www.directathletics.com/results/track/48292.html","Compiled","https://www.directathletics.com/results/track/48292_f.html","5","Randall, Rachel","SO","Butte","","5","Randall, Rachel","SO","Butte","null"
"UAH Charger Invitational","https://www.directathletics.com/results/track/48978.html","Compiled","https://www.directathletics.com/results/track/48978_f.html","13","Cantrell, Brooke","FR-1","North Alabama","15.25","13","Cantrell, Brooke","FR-1","North Alabama",""
"Duck Roost Relays","https://www.directathletics.com/results/track/48199.html","Compiled","https://www.directathletics.com/results/track/48199_m.html","3","Simoneaux, Austin","SR","St. Amant","","3","Simoneaux, Austin","SR","St. Amant","null"
"Savannah State Tiger Relays","https://www.directathletics.com/results/track/47013.html","Compiled","https://www.directathletics.com/results/track/47013_f.html","6","Shears, Faith","SO-2","Savannah State","","6","Shears, Faith","SO-2","Savannah State","35.06m"
"Orange Empire Conference Multi-Event Championships","https://www.directathletics.com/results/track/48184.html","Compiled","https://www.directathletics.com/results/track/48184_m.html","","","","","","","","","",""
"2017 Butch Reynolds Invite","https://www.directathletics.com/results/track/49529.html","Compiled","https://www.directathletics.com/results/track/49529_f.html","7","Odunze, Faith","SO-2","Butler CC","","7","Odunze, Faith","SO-2","Butler CC","39.21m"
"2017 West Lafayette Individuals","https://www.directathletics.com/results/track/47980.html","Compiled","https://www.directathletics.com/results/track/47980_f.html","","","","","","","","","",""
"SCIAC Track and Field Multi-Dual # 1","https://www.directathletics.com/results/track/48223.html","Compiled","https://www.directathletics.com/results/track/48223_m.html","8","Ortiz, Eric","FR-1","Chapman","","8","Ortiz, Eric","FR-1","Chapman","30.51m"
"D & H Sports Relays","https://www.directathletics.com/results/track/47619.html","Compiled","https://www.directathletics.com/results/track/47619_f.html","6","Washington, Tiffany","FR","Bastrop","13.91","6","Washington, Tiffany","FR","Bastrop",""
"2017 Apollo Boys & Girls Conference Indoor Meet","https://www.directathletics.com/results/track/48575.html","Compiled","https://www.directathletics.com/results/track/48575_f.html","6","Longwell, Bayleigh","SR","Effingham","9.11","6","Longwell, Bayleigh","SR","Effingham",""
"Savannah State Tiger Relays","https://www.directathletics.com/results/track/47013.html","Compiled","https://www.directathletics.com/results/track/47013_m.html","3","Assinzo, Konin","SO-2","Savannah State","","3","Assinzo, Konin","SO-2","Savannah State","30.79m"
"2017 Barbers Hill JV Track Meet","https://www.directathletics.com/results/track/48539.html","Compiled","https://www.directathletics.com/results/track/48539_f.html","3","Lindsey, Keely","FR","Mont Belvieu Barbers Hill","14.07","3","Lindsey, Keely","FR","Mont Belvieu Barbers Hill",""
"Chili Quad","https://www.directathletics.com/results/track/47998.html","Compiled","https://www.directathletics.com/results/track/47998_m.html","13","Krise, Shawn","JR","Sandia Prep","14.05","13","Krise, Shawn","JR","Sandia Prep",""
"Los Lunas Invitational","https://www.directathletics.com/results/track/48592.html","Compiled","https://www.directathletics.com/results/track/48592_f.html","25","Duran, Samantha","8","Belen","15.53","25","Duran, Samantha","8","Belen",""
"2017 Butch Reynolds Invite","https://www.directathletics.com/results/track/49529.html","Compiled","https://www.directathletics.com/results/track/49529_f.html","9","Price, Malori","FR-1","Neosho County CC","13.83","9","Price, Malori","FR-1","Neosho County CC",""
